Workgroup Id,Teacher,Class Period,Idea Text,Flag,Tags,Source,Node Type,Node Name Created On,Steps Used In Count,Steps Used In,Trash,Timestamp Basket Saved,Timestamp Idea Created,Timestamp Idea Last Edited,Steps Used In Changed,Deleted In This Revision,,,,,,,,,,,,
31139,5,3,Non polar molecules do not have charged regions.,blank,,Evidence Step,Html,3.1: Introducing polarity,3,"node_78.eb:3.3 What polarity are detergents?,node_36.eb:4.6 What polarity are detergents?,node_40.eb:5.8 What polarity are detergents? ",0,"May 19, 2011 1:58:01 PM","May 18, 2011 1:48:03 PM","May 18, 2011 1:48:03 PM",1,0,,,,,,,,,,,,
31139,5,3,Polar molecules have charged regions negative and positive!,blank,,Evidence Step,Html,3.1: Introducing polarity,3,"node_78.eb:3.3 What polarity are detergents?,node_36.eb:4.6 What polarity are detergents?,node_40.eb:5.8 What polarity are detergents? ",0,"May 19, 2011 1:58:01 PM","May 18, 2011 1:48:41 PM","May 18, 2011 1:48:41 PM",1,0,,,,,,,,,,,,
31140,5,3,The detergent help to separate the force of the oil.,blank,,Evidence Step,IdeaBasket,1.7: Add evidence to your basket,3,"node_78.eb:3.3 What polarity are detergents?,node_36.eb:4.6 What polarity are detergents?,node_40.eb:5.8 What polarity are detergents? ",0,"May 19, 2011 1:55:33 PM","May 17, 2011 1:57:32 PM","May 17, 2011 1:57:32 PM",1,0,,,,,,,,,,,,
31140,5,3,The detergent has to have non-polar and polar characteristics in order for the detergent to combine both with the oil and water. ,important,,Evidence Step,ExplanationBuilder,3.3: What polarity are detergents?,3,"node_78.eb:3.3 What polarity are detergents?,node_36.eb:4.6 What polarity are detergents?,node_40.eb:5.8 What polarity are detergents? ",0,"May 19, 2011 1:55:33 PM","May 18, 2011 1:45:00 PM","May 18, 2011 1:45:00 PM",1,0,,,,,,,,,,,,
31140,5,3,The reason why the oil is non-polar is because the electronegativity of all the atoms are the same. ,blank,,Evidence Step,Html,3.6: Exploring differences in electronegativity,2,"node_53.eb:3.15 What are polar molecules?,node_36.eb:4.6 What polarity are detergents?",0,"May 19, 2011 1:55:33 PM","May 18, 2011 1:52:24 PM","May 18, 2011 1:52:24 PM",0,0,,,,,,,,,,,,
31140,5,3,The difference between polar and non-polar molecules is that some electrons  are shared equally and some not shared equally.,blank,,Evidence Step,ExplanationBuilder,3.15: What are polar molecules?,2,"node_53.eb:3.15 What are polar molecules?,node_36.eb:4.6 What polarity are detergents?",0,"May 19, 2011 1:55:33 PM","May 19, 2011 1:15:19 PM","May 19, 2011 1:15:19 PM",0,0,,,,,,,,,,,,
31140,5,3,If the electron negativity of  the atoms are not equal or similar to each other than the molecule becomes polar.,blank,,Evidence Step,ExplanationBuilder,3.15: What are polar molecules?,2,"node_53.eb:3.15 What are polar molecules?,node_36.eb:4.6 What polarity are detergents?",0,"May 19, 2011 1:55:33 PM","May 19, 2011 1:18:06 PM","May 19, 2011 1:18:06 PM",0,0,,,,,,,,,,,,
31140,5,3,Intermolecular attractions cannot exits if the molecules are non-polar and polar.,blank,,Evidence Step,ExplanationBuilder,3.15: What are polar molecules?,2,"node_53.eb:3.15 What are polar molecules?,node_36.eb:4.6 What polarity are detergents?",0,"May 19, 2011 1:55:33 PM","May 19, 2011 1:18:48 PM","May 19, 2011 1:18:48 PM",0,0,,,,,,,,,,,,
31140,5,3,The electrons are shared unequally if the atom's electron negativity are different therefoer polar molecules have unshared electrons.,blank,,Evidence Step,ExplanationBuilder,3.15: What are polar molecules?,2,"node_53.eb:3.15 What are polar molecules?,node_36.eb:4.6 What polarity are detergents?",0,"May 19, 2011 1:55:33 PM","May 19, 2011 1:20:32 PM","May 19, 2011 1:20:32 PM",0,0,,,,,,,,,,,,
31140,5,3,The detergent need both non-polar and polar characteristics.,blank,,Evidence Step,IdeaBasket,4.5: Add new evidence to your basket,2,"node_36.eb:4.6 What polarity are detergents?,node_40.eb:5.8 What polarity are detergents? ",0,"May 19, 2011 1:55:33 PM","May 19, 2011 1:39:45 PM","May 19, 2011 1:39:45 PM",1,0,,,,,,,,,,,,
31140,5,3,The behavior of the detergent is different than pol/non-polar molecules because the detergent both contains polar and non-polar characteristics .,blank,,Evidence Step,IdeaBasket,5.7: Add new evidence to your basket,1,node_40.eb:5.8 What polarity are detergents? ,0,"May 19, 2011 1:55:33 PM","May 20, 2011 1:54:14 PM","May 20, 2011 1:54:14 PM",1,0,,,,,,,,,,,,
31141,5,3,detergents dissolve oil,blank,,Evidence Step,IdeaBasket,1.7: Add evidence to your basket,3,"node_78.eb:3.3 What polarity are detergents?,node_53.eb:3.15 What are polar molecules?,node_36.eb:4.6 What polarity are detergents?",0,"May 19, 2011 2:13:22 PM","May 16, 2011 2:04:22 PM","May 16, 2011 2:04:22 PM",0,0,,,,,,,,,,,,
31141,5,3,covalent bonds hold the atoms together within the molecules they don't hold the molecules together.,important,,Evidence Step,IdeaBasket,2.5: Add new evidence to your basket,2,"node_78.eb:3.3 What polarity are detergents?,node_53.eb:3.15 What are polar molecules?",0,"May 19, 2011 2:13:22 PM","May 16, 2011 2:19:36 PM","May 16, 2011 2:19:36 PM",0,0,,,,,,,,,,,,
31141,5,3,London attractions are the weakest attraction between molecules.,blank,,Evidence Step,IdeaBasket,2.10: Add new evidence to your basket,3,"node_78.eb:3.3 What polarity are detergents?,node_53.eb:3.15 What are polar molecules?,node_36.eb:4.6 What polarity are detergents?",0,"May 19, 2011 2:13:22 PM","May 18, 2011 1:43:37 PM","May 18, 2011 1:43:37 PM",1,0,,,,,,,,,,,,
31141,5,3,London attractions are the only intermolecular forces between water and oil.,blank,,Evidence Step,IdeaBasket,2.10: Add new evidence to your basket,3,"node_78.eb:3.3 What polarity are detergents?,node_53.eb:3.15 What are polar molecules?,node_36.eb:4.6 What polarity are detergents?",0,"May 19, 2011 2:13:22 PM","May 18, 2011 1:44:51 PM","May 18, 2011 1:45:45 PM",0,0,,,,,,,,,,,,
31141,5,3,London forces are the only forces that oil have.,blank,,Evidence Step,IdeaBasket,2.10: Add new evidence to your basket,3,"node_78.eb:3.3 What polarity are detergents?,node_53.eb:3.15 What are polar molecules?,node_36.eb:4.6 What polarity are detergents?",0,"May 19, 2011 2:13:22 PM","May 18, 2011 1:46:10 PM","May 18, 2011 1:46:10 PM",0,0,,,,,,,,,,,,
31141,5,3,"Electronegativity measures how much an atom ""pulls"" electrons to itself in chemical bonds.",important,,Evidence Step,Html,3.5: Polarity and electronegativity ,2,"node_53.eb:3.15 What are polar molecules?,node_36.eb:4.6 What polarity are detergents?",0,"May 19, 2011 2:13:22 PM","May 19, 2011 1:14:05 PM","May 19, 2011 1:14:05 PM",1,0,,,,,,,,,,,,
31141,5,3,polar molecules dissolve polar molecules.,blank,,Evidence Step,ExplanationBuilder,5.8: What polarity are detergents? ,1,node_40.eb:5.8 What polarity are detergents? ,0,"May 19, 2011 2:13:22 PM","May 20, 2011 2:10:59 PM","May 20, 2011 2:10:59 PM",1,0,,,,,,,,,,,,
31141,5,3,non-polar molecules dissolve non-polar molecules.,blank,,Evidence Step,ExplanationBuilder,5.8: What polarity are detergents? ,1,node_40.eb:5.8 What polarity are detergents? ,0,"May 19, 2011 2:13:22 PM","May 20, 2011 2:11:35 PM","May 20, 2011 2:11:35 PM",1,0,,,,,,,,,,,,
31142,5,3,"oil is very thick and slick, water alone cannot cut through oil because the molecules in water don't dig into the oil compounds in order to separate",blank,,Evidence Step,IdeaBasket,1.7: Add evidence to your basket,1,node_53.eb:3.15 What are polar molecules?,0,"May 18, 2011 1:11:22 PM","May 16, 2011 2:00:05 PM","May 16, 2011 2:00:05 PM",1,0,,,,,,,,,,,,
31142,5,3,If the charges are equal they are the same and wont change,blank,,Evidence Step,IdeaBasket,3.7: Add new evidence to your basket,1,node_53.eb:3.15 What are polar molecules?,0,"May 18, 2011 1:11:22 PM","May 18, 2011 2:03:12 PM","May 18, 2011 2:03:12 PM",1,0,,,,,,,,,,,,
31142,5,3,"oxygen and carbon make up higher polar
",blank,,Evidence Step,IdeaBasket,3.12: Add new evidence to your basket,1,node_53.eb:3.15 What are polar molecules?,0,"May 18, 2011 1:11:22 PM","May 18, 2011 2:13:08 PM","May 18, 2011 2:13:08 PM",1,0,,,,,,,,,,,,
31176,5,4,detergents are needed to remove oil from the birds.,important,"detergents, oil",Movie/Video,IdeaBasket,1.7: Add evidence to your basket,2,"node_78.eb:3.3 What polarity are detergents?,node_36.eb:4.6 What polarity are detergents?",0,"May 19, 2011 2:49:40 PM","May 17, 2011 2:59:25 PM","May 17, 2011 2:59:40 PM",0,0,,,,,,,,,,,,
31176,5,4,Covalent bonds are stronger than intermolecular forces.,blank,,Evidence Step,IdeaBasket,2.5: Add new evidence to your basket,1,node_53.eb:3.15 What are polar molecules?,0,"May 19, 2011 2:49:40 PM","May 17, 2011 3:15:03 PM","May 17, 2011 3:15:03 PM",0,0,,,,,,,,,,,,
31176,5,4,"Water-water attractions = dipole-dipole, oil-water attractions = London dispersion ",blank,,Evidence Step,IdeaBasket,2.10: Add new evidence to your basket,2,"node_78.eb:3.3 What polarity are detergents?,node_53.eb:3.15 What are polar molecules?",0,"May 19, 2011 2:49:40 PM","May 17, 2011 3:24:25 PM","May 17, 2011 3:24:25 PM",0,0,,,,,,,,,,,,
31176,5,4,"The electronegativity of the individual atoms determines how molecules share the electrons, therefore deciding if a molecule is polar or non polar.",important,,Visualization or Model,IdeaBasket,3.7: Add new evidence to your basket,1,node_53.eb:3.15 What are polar molecules?,0,"May 19, 2011 2:49:40 PM","May 18, 2011 2:56:31 PM","May 18, 2011 2:56:31 PM",0,0,,,,,,,,,,,,
31176,5,4,Detergents have a high electronegativity so they attract the oil.,important,,Visualization or Model,IdeaBasket,3.12: Add new evidence to your basket,3,"node_53.eb:3.15 What are polar molecules?,node_36.eb:4.6 What polarity are detergents?,node_40.eb:5.8 What polarity are detergents? ",0,"May 19, 2011 2:49:40 PM","May 18, 2011 3:02:05 PM","May 18, 2011 3:02:05 PM",0,0,,,,,,,,,,,,
31176,5,4,we think that the detergent is both polar and nonpolar so it can mix with the water and oil.,important,,Evidence Step,IdeaBasket,4.5: Add new evidence to your basket,2,"node_36.eb:4.6 What polarity are detergents?,node_40.eb:5.8 What polarity are detergents? ",0,"May 19, 2011 2:49:40 PM","May 19, 2011 2:08:00 PM","May 19, 2011 2:08:00 PM",0,0,,,,,,,,,,,,
31176,5,4,detergents stick to the oil in the water.,blank,,Evidence Step,IdeaBasket,5.7: Add new evidence to your basket,1,node_40.eb:5.8 What polarity are detergents? ,0,"May 19, 2011 2:49:40 PM","May 19, 2011 2:36:48 PM","May 19, 2011 2:36:48 PM",0,0,,,,,,,,,,,,
31176,5,4,The molecular properties of detergents make it so that they will stick to the oil and keep it from regrouping with other oil.,blank,,Visualization or Model,IdeaBasket,5.15: Add evidence to your basket,0,,0,"May 19, 2011 2:49:40 PM","May 20, 2011 2:49:00 PM","May 20, 2011 2:49:10 PM",0,0,,,,,,,,,,,,
31177,5,4,soaps and detergents have enough atoms to separate oils,blank,gueses,Visualization or Model,IdeaBasket,1.7: Add evidence to your basket,0,,0,"May 18, 2011 2:44:04 PM","May 17, 2011 3:01:56 PM","May 17, 2011 3:01:56 PM",0,0,,,,,,,,,,,,
31177,5,4,"Oil and water do not mix. Since oil doesn't dissolve in water, when adding detergent, they neutralize and mix. Which makes the oil easier to wash.",blank,,Everyday Observation,IdeaBasket,1.7: Add evidence to your basket,1,node_78.eb:3.3 What polarity are detergents?,0,"May 18, 2011 2:44:04 PM","May 17, 2011 3:03:40 PM","May 17, 2011 3:05:57 PM",0,0,,,,,,,,,,,,
31177,5,4,Oil and water do not mix because covalent bonds are stronger then the intermolecular bonds.,blank,,Visualization or Model,IdeaBasket,2.5: Add new evidence to your basket,1,node_78.eb:3.3 What polarity are detergents?,0,"May 18, 2011 2:44:04 PM","May 17, 2011 3:25:19 PM","May 17, 2011 3:25:19 PM",0,0,,,,,,,,,,,,
31177,5,4,dipole dipole is stronger then the London dispersion forces,blank,,Visualization or Model,IdeaBasket,2.10: Add new evidence to your basket,1,node_78.eb:3.3 What polarity are detergents?,0,"May 18, 2011 2:44:04 PM","May 17, 2011 3:02:25 PM","May 17, 2011 3:02:25 PM",0,0,,,,,,,,,,,,
31177,5,4,Atoms have different electronegativity which makes molecules polar.,blank,,Evidence Step,IdeaBasket,3.7: Add new evidence to your basket,0,,0,"May 18, 2011 2:44:04 PM","May 18, 2011 2:43:53 PM","May 18, 2011 2:43:53 PM",0,0,,,,,,,,,,,,
31179,5,4,detergents break down the molecular structure of oils,blank,,Evidence Step,IdeaBasket,1.7: Add evidence to your basket,1,node_53.eb:3.15 What are polar molecules?,0,"May 19, 2011 3:04:35 PM","May 17, 2011 2:58:51 PM","May 17, 2011 2:58:51 PM",0,0,,,,,,,,,,,,
31179,5,4,the detergent has a polar side that attracts the water and a nonpolar side that attracts the oil causing them to mix.,blank,,Evidence Step,AssessmentList,2.3: Oil and water molecules separate,1,node_53.eb:3.15 What are polar molecules?,0,"May 19, 2011 3:04:35 PM","May 17, 2011 3:07:00 PM","May 17, 2011 3:07:00 PM",0,0,,,,,,,,,,,,
31179,5,4,"oils are nonpolar, water is polar, detergents have a polar side and a nonpolar side.",blank,,Evidence Step,AssessmentList,2.3: Oil and water molecules separate,2,"node_53.eb:3.15 What are polar molecules?,node_40.eb:5.8 What polarity are detergents? ",0,"May 19, 2011 3:04:35 PM","May 17, 2011 3:07:34 PM","May 17, 2011 3:07:34 PM",0,0,,,,,,,,,,,,
31179,5,4,oil is less dense than water,blank,,Evidence Step,AssessmentList,2.3: Oil and water molecules separate,2,"node_78.eb:3.3 What polarity are detergents?,node_53.eb:3.15 What are polar molecules?",0,"May 19, 2011 3:04:35 PM","May 17, 2011 3:07:53 PM","May 17, 2011 3:07:53 PM",0,0,,,,,,,,,,,,
31179,5,4,london dispersion between water and oil,blank,,Evidence Step,IdeaBasket,2.10: Add new evidence to your basket,2,"node_78.eb:3.3 What polarity are detergents?,node_53.eb:3.15 What are polar molecules?",0,"May 19, 2011 3:04:35 PM","May 17, 2011 3:27:57 PM","May 17, 2011 3:27:57 PM",0,0,,,,,,,,,,,,
31179,5,4,shared electrons are closer to the atom with the least electronegativity.,blank,,Evidence Step,Html,3.6: Exploring differences in electronegativity,1,node_53.eb:3.15 What are polar molecules?,0,"May 19, 2011 3:04:35 PM","May 18, 2011 3:02:57 PM","May 18, 2011 3:02:57 PM",0,0,,,,,,,,,,,,
31179,5,4,"the more similar the electronegativity charges, the more neutral the molecule is",blank,,Evidence Step,Html,3.6: Exploring differences in electronegativity,1,node_53.eb:3.15 What are polar molecules?,0,"May 19, 2011 3:04:35 PM","May 18, 2011 3:03:44 PM","May 18, 2011 3:03:44 PM",0,0,,,,,,,,,,,,
31179,5,4,the electrons are in the middle when the electronegativities are the same,blank,,Evidence Step,Html,3.6: Exploring differences in electronegativity,1,node_53.eb:3.15 What are polar molecules?,0,"May 19, 2011 3:04:35 PM","May 18, 2011 3:04:16 PM","May 18, 2011 3:04:16 PM",0,0,,,,,,,,,,,,
31179,5,4,polar and nonpolar molecules weakly attract each other,blank,,Evidence Step,IdeaBasket,4.5: Add new evidence to your basket,0,,0,"May 19, 2011 3:04:35 PM","May 19, 2011 2:23:48 PM","May 19, 2011 2:23:48 PM",0,0,,,,,,,,,,,,
31179,5,4,detergent sticks to oil and isolate it from other molecules.,blank,,Evidence Step,IdeaBasket,5.7: Add new evidence to your basket,1,node_40.eb:5.8 What polarity are detergents? ,0,"May 19, 2011 3:04:35 PM","May 20, 2011 2:40:25 PM","May 20, 2011 2:40:25 PM",0,0,,,,,,,,,,,,
31179,5,4,"detergents surround oil, keeping it from mixing with other oils.",blank,,Evidence Step,IdeaBasket,5.7: Add new evidence to your basket,1,node_40.eb:5.8 What polarity are detergents? ,0,"May 19, 2011 3:04:35 PM","May 20, 2011 2:40:52 PM","May 20, 2011 2:41:32 PM",0,0,,,,,,,,,,,,
31179,5,4,detergent keeps oil from grouping together,blank,,Evidence Step,IdeaBasket,5.15: Add evidence to your basket,0,,0,"May 19, 2011 3:04:35 PM","May 20, 2011 3:04:05 PM","May 20, 2011 3:04:05 PM",0,0,,,,,,,,,,,,
31180,5,4,detergents help remove oil,blank,,Visualization or Model,IdeaBasket,1.7: Add evidence to your basket,4,"node_78.eb:3.3 What polarity are detergents?,node_53.eb:3.15 What are polar molecules?,node_36.eb:4.6 What polarity are detergents?,node_40.eb:5.8 What polarity are detergents? ",0,"May 19, 2011 3:09:12 PM","May 17, 2011 3:01:54 PM","May 17, 2011 3:01:54 PM",1,0,,,,,,,,,,,,
31180,5,4,when you add detergent to the water with oil the detergent causes the water and the oil to mix together.,blank,,Evidence Step,Html,2.1: Why do oil and water separate?,4,"node_78.eb:3.3 What polarity are detergents?,node_53.eb:3.15 What are polar molecules?,node_36.eb:4.6 What polarity are detergents?,node_40.eb:5.8 What polarity are detergents? ",0,"May 19, 2011 3:09:12 PM","May 17, 2011 3:06:51 PM","May 17, 2011 3:06:51 PM",1,0,,,,,,,,,,,,
31180,5,4,water isn't attracted to oil because oil is neutral,blank,,Evidence Step,IdeaBasket,2.5: Add new evidence to your basket,4,"node_78.eb:3.3 What polarity are detergents?,node_53.eb:3.15 What are polar molecules?,node_36.eb:4.6 What polarity are detergents?,node_40.eb:5.8 What polarity are detergents? ",0,"May 19, 2011 3:09:12 PM","May 17, 2011 3:18:03 PM","May 17, 2011 3:18:03 PM",1,0,,,,,,,,,,,,
31180,5,4,The bonds between water and water are stronger that the bonds between water and oil.,blank,,Evidence Step,IdeaBasket,2.10: Add new evidence to your basket,4,"node_78.eb:3.3 What polarity are detergents?,node_53.eb:3.15 What are polar molecules?,node_36.eb:4.6 What polarity are detergents?,node_40.eb:5.8 What polarity are detergents? ",0,"May 19, 2011 3:09:12 PM","May 18, 2011 2:46:44 PM","May 18, 2011 2:46:44 PM",1,0,,,,,,,,,,,,
31180,5,4,The non polar are neutral. The polar molecules have a partial negative end and a positive end on the other. ,blank,,Visualization or Model,IdeaBasket,3.7: Add new evidence to your basket,3,"node_53.eb:3.15 What are polar molecules?,node_36.eb:4.6 What polarity are detergents?,node_40.eb:5.8 What polarity are detergents? ",0,"May 19, 2011 3:09:12 PM","May 18, 2011 3:07:13 PM","May 18, 2011 3:07:13 PM",1,0,,,,,,,,,,,,
31180,5,4,If it is polar there will be a high difference in the negativity. If it is non polar there will be a small difference in the negativity.      ,blank,,Evidence Step,IdeaBasket,3.12: Add new evidence to your basket,3,"node_53.eb:3.15 What are polar molecules?,node_36.eb:4.6 What polarity are detergents?,node_40.eb:5.8 What polarity are detergents? ",0,"May 19, 2011 3:09:12 PM","May 18, 2011 3:14:50 PM","May 18, 2011 3:14:50 PM",1,0,,,,,,,,,,,,
31180,5,4,oil and water would repel each other because one is polar and the other is non polar.,blank,,Evidence Step,IdeaBasket,4.5: Add new evidence to your basket,2,"node_36.eb:4.6 What polarity are detergents?,node_40.eb:5.8 What polarity are detergents? ",0,"May 19, 2011 3:09:12 PM","May 19, 2011 2:39:01 PM","May 19, 2011 2:39:01 PM",1,0,,,,,,,,,,,,
31180,5,4,The detergents are non polar because they did attract with oil.,blank,,Visualization or Model,IdeaBasket,5.7: Add new evidence to your basket,1,node_40.eb:5.8 What polarity are detergents? ,0,"May 19, 2011 3:09:12 PM","May 20, 2011 3:04:33 PM","May 20, 2011 3:04:33 PM",1,0,,,,,,,,,,,,
31183,5,4,it helps when you use a brush or something to scrub it with.,blank,,Movie/Video,IdeaBasket,1.7: Add evidence to your basket,3,"node_78.eb:3.3 What polarity are detergents?,node_53.eb:3.15 What are polar molecules?,node_36.eb:4.6 What polarity are detergents?",0,"May 19, 2011 3:03:09 PM","May 17, 2011 3:08:22 PM","May 18, 2011 2:44:05 PM",1,0,,,,,,,,,,,,
31183,5,4,Water can not remove oil from birds because their feathers retain the oil in them.,blank,,Everyday Observation,IdeaBasket,2.5: Add new evidence to your basket,3,"node_78.eb:3.3 What polarity are detergents?,node_53.eb:3.15 What are polar molecules?,node_36.eb:4.6 What polarity are detergents?",0,"May 19, 2011 3:03:09 PM","May 18, 2011 2:45:07 PM","May 18, 2011 2:45:07 PM",1,0,,,,,,,,,,,,
31183,5,4,water has a London dispersion force with the oil so the bond is weaker. that makes it hard for water and oil to mix,blank,,Evidence Step,IdeaBasket,2.10: Add new evidence to your basket,3,"node_78.eb:3.3 What polarity are detergents?,node_53.eb:3.15 What are polar molecules?,node_36.eb:4.6 What polarity are detergents?",0,"May 19, 2011 3:03:09 PM","May 18, 2011 2:59:10 PM","May 18, 2011 2:59:10 PM",1,0,,,,,,,,,,,,
